country,designation,points,price,province,variety,winery,fill,
US,Estate,81,24,California,mourvmdre,Fenestra,#91C5AA,
US,Yellow Label,81,24,California,Petite Sirah,Proulx,#91C5AA,
US,Old Vines,81,24,California,Pinot Noir,Verve,#91C5AA,
US,Junipero,81,24,California,Red Blend,minassian-Young,#91C5AA,
US,Junipero,81,24,California,Red Blend,Minassian-Young,#91C5AA,
US,Cuvae de Paso,81,24,California,Rhmne,minassian-Young,#91C5AA,
US,Fiore marcheschi,81,24,California,Sangiovese,Irish monkey Cellars,#91C5AA,
US,Estate,81,24,Washington,Sauvignon,Woodward Canyon,#91C5AA,
US,Altitude 2401 Fair Play Farms,81,24,California,Syrah,Perry Creek,#91C5AA,
US,Estate,81,24,California,Zinfandel,minassian-Young,#91C5AA,
US,Evangelho Vineyard Ancient Vines,81,24,California,Zinfandel,Parkmon,#91C5AA,
US,Estate,81,24,California,Zinfandel,Minassian-Young,#91C5AA,
US,Unfiltered,80,24,New York,Cabernet,macari,#91C5AA,
US,Reserve,80,24,California,Cabernet,Concannon,#91C5AA,
US,Stolpman Vineyard,80,24,California,Sangiovese,Santa Barbara Winery,#91C5AA,
US,Stolpman Vineyard,80,24,California,Sangiovese,Santa Barbara Winery,#91C5AA,
US,Vogelzang Vineyard,80,24,California,Syrah,Curtis,#91C5AA,
US,Crescent,80,24,California,Zinfandel,midnight,#91C5AA,
US,Nate's Vineyard,80,24,California,Zinfandel,Claudia Springs,#91C5AA,
US,Reserve,93,23,California,Chardonnay,Joseph Carr,#91C5AA,
US,Boushey Vineyard Sauvage,93,23,Washington,Sauvignon,Efeste,#91C5AA,
US,Steelhead Run Vineyard,93,23,Oregon,Viognier,Quady North,#91C5AA,
US,Clover Creek Vineyard,92,23,California,Albarimo,Longoria,#91C5AA,
US,Clover Creek Vineyard,92,23,California,Albarino,Longoria,#91C5AA,
US,Cuvae Los Gatos,92,23,California,Chardonnay,Testarossa,#91C5AA,
US,Estate,92,23,California,Chardonnay,Stuhlmuller Vineyards,#91C5AA,
US,Russian River Ranches,92,23,California,Chardonnay,Sonoma-Cutrer,#91C5AA,
US,Russian River Ranches,92,23,California,Chardonnay,Sonoma-Cutrer,#91C5AA,
US,Russian River Ranches,92,23,California,Chardonnay,Sonoma-Cutrer,#91C5AA,
US,Cuvee Los Gatos,92,23,California,Chardonnay,Testarossa,#91C5AA,
US,Estate Vineyard,92,23,California,Gewurztraminer,Gundlach Bundschu,#91C5AA,
US,Estate Grown,92,23,Oregon,Pinot Gris,WillaKenzie Estate,#91C5AA,
US,Firepeak Vineyard,92,23,California,Pinot Noir,Baileyana,#91C5AA,
US,La Montagne Sauvage,92,23,California,Rhone,Chesebro,#91C5AA,
US,River Road Ranch,92,23,California,Sauvignon,Trione,#91C5AA,
US,River Road Ranch,92,23,California,Sauvignon,Trione,#91C5AA,
US,sbs,92,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,Brut,92,23,California,Sparkling Blend,Roederer Estate,#91C5AA,
US,Brut,92,23,California,Sparkling Blend,Roederer Estate,#91C5AA,
US,Brut,92,23,California,Sparkling Blend,Roederer Estate,#91C5AA,
US,Brut Rose,92,23,California,Sparkling Blend,Scharffenberger,#91C5AA,
US,Clifton Hill Vineyard,92,23,Washington,Syrah,Seia,#91C5AA,
US,Estate,92,23,California,Viognier,Le Mulet Rouge,#91C5AA,
US,Clover Creek Vineyard,91,23,California,Albarino,Longoria,#91C5AA,
US,Spanish Springs Vineyard,91,23,California,Albarino,Peloton,#91C5AA,
US,Otis Vineyard,91,23,Washington,Cabernet,Columbia Winery,#91C5AA,
US,Red Willow Vineyard,91,23,Washington,Cabernet,Columbia Winery,#91C5AA,
US,Barrel Fermented,91,23,California,Chardonnay,Dillon,#91C5AA,
US,murmur Vineyard,91,23,California,Chardonnay,Force of Nature,#91C5AA,
US,Stillwater Creek Vineyard,91,23,Washington,Chardonnay,Novelty Hill,#91C5AA,
US,Murmur Vineyard,91,23,California,Chardonnay,Force of Nature,#91C5AA,
US,Stillwater Creek Vineyard,91,23,Washington,Chardonnay,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,91,23,Washington,Merlot,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,91,23,Washington,Merlot,Novelty Hill,#91C5AA,
US,Old VInes Rio Cedar VIneyard,91,23,California,Petit,Clayhouse,#91C5AA,
US,Old VInes Rio Cedar VIneyard,91,23,California,Petit,Clayhouse,#91C5AA,
US,High Elevation Collection,91,23,California,Petit,Shannon Ridge,#91C5AA,
US,High Elevation Collection,91,23,California,Petit,Shannon Ridge,#91C5AA,
US,Prelude,91,23,Oregon,Pinot Noir,Andrew Rich,#91C5AA,
US,Prelude,91,23,Oregon,Pinot Noir,Andrew Rich,#91C5AA,
US,Blair Vineyard Rose of,91,23,California,Pinot Noir,Waxwing,#91C5AA,
US,Renegade margarita Vineyard,91,23,California,Red Blend,Ancient Peaks,#91C5AA,
US,Renegade Margarita Vineyard,91,23,California,Red Blend,Ancient Peaks,#91C5AA,
US,San Pietro Tuscan Style,91,23,Washington,Red Blend,Cavatappi,#91C5AA,
US,Revolucion,91,23,California,Red Blend,Oso Libre,#91C5AA,
US,Wirz Vineyard,91,23,California,Riesling,Waxwing,#91C5AA,
US,Patina Vineyard,91,23,Washington,Rose,Waters,#91C5AA,
US,Pepper Bridge,91,23,Washington,Sangiovese,Andrew Will,#91C5AA,
US,sbs,91,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,Cohen Vineyard Dutton Ranch,91,23,California,Sauvignon,Dutton Estate,#91C5AA,
US,Cohen Vineyard Dutton Ranch,91,23,California,Sauvignon,Dutton Estate,#91C5AA,
US,River Road Ranch,91,23,California,Sauvignon,Trione,#91C5AA,
US,Cohen Vineyard Dutton Ranch,91,23,California,Sauvignon,Dutton Estate,#91C5AA,
US,River Road Ranch,91,23,California,Sauvignon,Trione,#91C5AA,
US,Ventana Vineyard musque,91,23,California,Sauvignon,Cain,#91C5AA,
US,sbs,91,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,Brut,91,23,California,Sparkling Blend,Roederer Estate,#91C5AA,
US,Brut Rosa Excellence,91,23,California,Sparkling Blend,Scharffenberger,#91C5AA,
US,Brut Rose Excellence,91,23,California,Sparkling Blend,Scharffenberger,#91C5AA,
US,Brut Rose Excellence,91,23,California,Sparkling Blend,Scharffenberger,#91C5AA,
US,Grist Vineyard,91,23,California,Syrah,Bradford mountain,#91C5AA,
US,Boushey Vineyard,91,23,Washington,Syrah,Wineglass Cellars,#91C5AA,
US,Reserve,91,23,Washington,Syrah,Snoqualmie,#91C5AA,
US,Fiesta,91,23,Oregon,Tempranillo,Abacela,#91C5AA,
US,Fiesta,91,23,Oregon,Tempranillo,Abacela,#91C5AA,
US,Fiesta,91,23,Oregon,Tempranillo,Abacela,#91C5AA,
US,Three Sleeps Vineyard Technicolor Bat,91,23,Oregon,Tempranillo,Dominio IV,#91C5AA,
US,Stillwater Creek Vineyard,91,23,Washington,Viognier,Novelty Hill,#91C5AA,
US,Private Reserve,91,23,California,Zinfandel,Sausal,#91C5AA,
US,Private Reserve,91,23,California,Zinfandel,Sausal,#91C5AA,
US,Clover Creek Vineyard,90,23,California,Albarimo,Longoria,#91C5AA,
US,Clover Creek Vineyard,90,23,California,Albarino,Longoria,#91C5AA,
US,Logan Sleepy Hollow Vineyard,90,23,California,Chardonnay,Talbott,#91C5AA,
US,Logan Sleepy Hollow Vineyard Estate Grown,90,23,California,Chardonnay,Talbott,#91C5AA,
US,Vintner's Selection,90,23,California,Chardonnay,Wines of Carmel,#91C5AA,
US,Legacy Evergreen Vineyard,90,23,Washington,Chardonnay,milbrandt,#91C5AA,
US,Reserve,90,23,Washington,Chardonnay,Gordon Brothers,#91C5AA,
US,SRH,90,23,California,Chardonnay,Lafond,#91C5AA,
US,High Elevation,90,23,California,Chardonnay,Shannon Ridge,#91C5AA,
US,Logan Sleepy Hollow Vineyard Estate Grown,90,23,California,Chardonnay,Talbott,#91C5AA,
US,Cuvee Los Gatos,90,23,California,Chardonnay,Testarossa,#91C5AA,
US,Estate Vineyard,90,23,California,Gewmrztraminer,Gundlach Bundschu,#91C5AA,
US,Vintner's Reserve,90,23,California,Merlot,Kendall-Jackson,#91C5AA,
US,Stillwater Creek Vineyard,90,23,Washington,Merlot,Novelty Hill,#91C5AA,
US,High Elevation,90,23,California,Petit,Shannon Ridge,#91C5AA,
US,High Elevation,90,23,California,Petite Sirah,Shannon Ridge,#91C5AA,
US,Estate Vineyards,90,23,California,Pinot Noir,macmurray Ranch,#91C5AA,
US,Rose of,90,23,California,Pinot Noir,Kessler-Haak,#91C5AA,
US,Estate Vineyards,90,23,California,Pinot Noir,MacMurray Ranch,#91C5AA,
US,Huntington,90,23,California,Pinot Noir,Pali,#91C5AA,
US,Estate Grown Rose of,90,23,California,Pinot Noir,Sanford,#91C5AA,
US,Rose of,90,23,California,Pinot Noir,Sanford,#91C5AA,
US,Brut Rosa Excellence,90,23,California,Pinot-Chardonnay,Scharffenberger,#91C5AA,
US,Brut Rose Excellence,90,23,California,Pinot-Chardonnay,Scharffenberger,#91C5AA,
US,Renegade Margarita Vineyard,90,23,California,Red Blend,Ancient Peaks,#91C5AA,
US,Frenchtown,90,23,Washington,Red Blend,L'Ecole No. 41,#91C5AA,
US,Bishop's Blend,90,23,Washington,Red Blend,William Church,#91C5AA,
US,Dry,90,23,New York,Riesling,N. Kendall Wines,#91C5AA,
US,Dry,90,23,California,Riesling,V. Sattui,#91C5AA,
US,Vogelzang Vineyard,90,23,California,Rose,Liquid Farm,#91C5AA,
US,Ciel du Cheval,90,23,Washington,Sangiovese,Andrew Will,#91C5AA,
US,Montage,90,23,California,Sauvignon,Baily,#91C5AA,
US,River Road Ranch,90,23,California,Sauvignon,Trione,#91C5AA,
US,Eleven Oaks,90,23,California,Sauvignon,Babcock,#91C5AA,
US,Late Harvest,90,23,Washington,Semillon,Chateau Ste. Michelle,#91C5AA,
US,Brut Rose Excellence,90,23,California,Sparkling Blend,Scharffenberger,#91C5AA,
US,Brut,90,23,California,Sparkling Blend,Steorra,#91C5AA,
US,Patina Vineyard,90,23,Washington,Syrah,Colvin Vineyards,#91C5AA,
US,Alisos Vineyard,90,23,California,Syrah,a-non-ah-mus,#91C5AA,
US,Las Madres Vineyards Rose of,90,23,California,Syrah,Belharra,#91C5AA,
US,Las Madres Vineyards Rose of,90,23,California,Syrah,Belharra,#91C5AA,
US,Estate,90,23,California,Viognier,Miraflores,#91C5AA,
US,Stillwater Creek Vineyard,90,23,Washington,Viognier,Novelty Hill,#91C5AA,
US,Graces,90,23,California,White Blend,Padilla Erickson,#91C5AA,
US,High Elevation Collection,90,23,California,Zinfandel,Shannon Ridge,#91C5AA,
US,High Elevation Collection,90,23,California,Zinfandel,Shannon Ridge,#91C5AA,
US,Old Vine,90,23,California,Zinfandel,Sivas-Sonoma,#91C5AA,
US,Obscure Red Varietal Series Martini Family Vineyard,89,23,New York,Blaufrankisch,Red Tail Ridge,#91C5AA,
US,Obscure Red Varietal Series Martini Family Vineyard,89,23,New York,Blaufrankisch,Red Tail Ridge,#91C5AA,
US,Proprietor Red,89,23,New York,Cabernet,Barnstormer,#91C5AA,
US,Winemaker's Blend,89,23,California,Cabernet,Ghost Pines,#91C5AA,
US,Winemaker's Blend,89,23,California,Cabernet,Ghost Pines,#91C5AA,
US,Winemaker's Blend,89,23,California,Cabernet,Ghost Pines,#91C5AA,
US,Stainless Steel Fermented,89,23,California,Chardonnay,Dillon,#91C5AA,
US,Reserve,89,23,Washington,Chardonnay,Gordon Brothers,#91C5AA,
US,Stillwater Creek Vineyard,89,23,Washington,Chardonnay,Novelty Hill,#91C5AA,
US,Vineyard Montage,89,23,California,Chardonnay,Cru,#91C5AA,
US,Overlook,89,23,California,Chardonnay,Landmark,#91C5AA,
US,The Estates,89,23,Washington,Chardonnay,Milbrandt,#91C5AA,
US,Stillwater Creek Vineyard,89,23,Washington,Chardonnay,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,89,23,Washington,Chardonnay,Novelty Hill,#91C5AA,
US,Vieilles Vignes Besson Vineyard,89,23,California,Grenache,Birichino,#91C5AA,
US,Camp Four Vineyard,89,23,California,Grenache,Carhartt Vineyard,#91C5AA,
US,Lylee,89,23,Oregon,Pinot Noir,Brigadoon,#91C5AA,
US,Rosado de,89,23,Oregon,Pinot Noir,Cubanisimo Vineyards,#91C5AA,
US,Toscanelli Red Wine,89,23,California,Red Blend,Tamms Estates,#91C5AA,
US,madrona,89,23,Washington,Red Blend,Camaraderie,#91C5AA,
US,Madrona,89,23,Washington,Red Blend,Camaraderie,#91C5AA,
US,Estate Pioneer Red Version I,89,23,Washington,Red Blend,Kiona,#91C5AA,
US,Calotte,89,23,California,Red Blend,Le Casque,#91C5AA,
US,Ice,89,23,New York,Riesling,Wagner,#91C5AA,
US,Ice,89,23,New York,Riesling,Wagner,#91C5AA,
US,Tondre Grapefield,89,23,California,Riesling,Waxwing,#91C5AA,
US,Troppo Bella,89,23,California,Sangiovese,Sorelle Winery,#91C5AA,
US,Cuvee Agincourt Blanc de Blanc Brut,89,23,California,Sauvignon,Bodkin,#91C5AA,
US,SBS,89,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,Prayer Rock Vineyards Talitha Cumi Bloc,89,23,Oregon,Sauvignon,Reustle,#91C5AA,
US,Prayer Rock Vineyards Talitha Cumi Bloc,89,23,Oregon,Sauvignon,Reustle,#91C5AA,
US,Organic Grapes,89,23,California,Sauvignon,Saracina,#91C5AA,
US,Luxe,89,23,Washington,Sparkling Blend,Domaine Ste. michelle,#91C5AA,
US,Excellence Rose,89,23,California,Sparkling Blend,Scharffenberger,#91C5AA,
US,SRH,89,23,California,Syrah,Lafond,#91C5AA,
US,Fiesta,89,23,Oregon,Tempranillo,Abacela,#91C5AA,
US,mill Road Vineyard,89,23,California,Viognier,Eberle,#91C5AA,
US,Reserve,89,23,Virginia,Viognier,Barboursville Vineyards,#91C5AA,
US,Mill Road Vineyard,89,23,California,Viognier,Eberle,#91C5AA,
US,Mill Road Vineyard,89,23,California,Viognier,Eberle,#91C5AA,
US,Stillwater Creek Vineyard,89,23,Washington,Viognier,Novelty Hill,#91C5AA,
US,Ancient Vines,89,23,California,Zinfandel,Cline,#91C5AA,
US,mattern Ranch Old Vine,89,23,California,Zinfandel,marr,#91C5AA,
US,Ancient Vines,89,23,California,Zinfandel,Cline,#91C5AA,
US,Obscure Red Varietal Series martini Family Vineyards,88,23,New York,Blaufrankisch,Red Tail Ridge,#91C5AA,
US,Ascent,88,23,Washington,Bordeaux,Cloudlift Cellars,#91C5AA,
US,Olema,88,23,California,Cabernet,Amici,#91C5AA,
US,Winemaker's Blend,88,23,California,Cabernet,Ghost Pines,#91C5AA,
US,Rising Starr,88,23,California,Cabernet,Sierra Starr,#91C5AA,
US,Reserve,88,23,Washington,Cabernet,Waterbrook,#91C5AA,
US,Brut,88,23,California,Champagne Blend,Roederer Estate,#91C5AA,
US,Cuvee Los Gatos,88,23,California,Chardonnay,Testarossa,#91C5AA,
US,Kali Hart,88,23,California,Chardonnay,Talbott,#91C5AA,
US,Lucia Highland Vineyard,88,23,California,Chardonnay,manzoni,#91C5AA,
US,Reserve,88,23,California,Chardonnay,Geyser Peak,#91C5AA,
US,Evergreen Vineyard,88,23,Washington,Chardonnay,milbrandt,#91C5AA,
US,Three Otters,88,23,Oregon,Chardonnay,Fullerton,#91C5AA,
US,Block Collection Big River Ranch,88,23,California,Chardonnay,Geyser Peak,#91C5AA,
US,Lucia Highland Vineyard,88,23,California,Chardonnay,Manzoni,#91C5AA,
US,Evergreen Vineyard,88,23,Washington,Chardonnay,Milbrandt,#91C5AA,
US,Evergreen Vineyard,88,23,Washington,Chardonnay,Milbrandt,#91C5AA,
US,Stillwater Creek Vineyard,88,23,Washington,Chardonnay,Novelty Hill,#91C5AA,
US,High Elevation Collection,88,23,California,Chardonnay,Shannon Ridge,#91C5AA,
US,Kali Hart,88,23,California,Chardonnay,Talbott,#91C5AA,
US,Kali Hart,88,23,California,Chardonnay,Talbott,#91C5AA,
US,Cuvee Los Gatos,88,23,California,Chardonnay,Testarossa,#91C5AA,
US,Cuvee Los Gatos,88,23,California,Chardonnay,Testarossa,#91C5AA,
US,Estate,88,23,California,Grenache,Naggiar,#91C5AA,
US,Red Cedar Vineyard,88,23,California,Grenache,Clayhouse,#91C5AA,
US,La Mezcla,88,23,California,Grenache,Lone Madrone,#91C5AA,
US,Estate,88,23,California,Grenache,Naggiar,#91C5AA,
US,Red Cedar Vineyard,88,23,California,Grenache,Clayhouse,#91C5AA,
US,Estate-grown,88,23,California,Malbec,Naggiar,#91C5AA,
US,Estate-grown,88,23,California,Malbec,Naggiar,#91C5AA,
US,Reserve,88,23,Washington,Malbec,Waterbrook,#91C5AA,
US,Conley Vineyard,88,23,Washington,Malbec,Wilridge,#91C5AA,
US,Sunrise Hill Vineyards,88,23,New York,Merlot,Damiani,#91C5AA,
US,Reserve,88,23,Washington,Merlot,Waterbrook,#91C5AA,
US,Estate,88,23,California,Petite Sirah,Foppiano,#91C5AA,
US,Naughty Little Hillsides,88,23,California,Pinot Gris,Babcock,#91C5AA,
US,momtazi Vineyard,88,23,Oregon,Pinot Gris,maysara,#91C5AA,
US,Naughty Little Hillsides,88,23,California,Pinot Gris,Babcock,#91C5AA,
US,Momtazi Vineyard,88,23,Oregon,Pinot Gris,Maysara,#91C5AA,
US,Bluffs,88,23,California,Pinot Noir,Pali,#91C5AA,
US,Family Estate Vineyard,88,23,California,Pinot Noir,manzoni,#91C5AA,
US,Haynes Vineyard,88,23,California,Pinot Noir,Whitford Cellars,#91C5AA,
US,Bradley Vineyard,88,23,Oregon,Pinot Noir,monte Ferro,#91C5AA,
US,Lylee,88,23,Oregon,Pinot Noir,Brigadoon,#91C5AA,
US,Runaway Red,88,23,Oregon,Pinot Noir,Brooks,#91C5AA,
US,Lylee,88,23,Oregon,Pinot Noir,Brigadoon,#91C5AA,
US,Lylee,88,23,Oregon,Pinot Noir,Brigadoon,#91C5AA,
US,Runaway Red,88,23,Oregon,Pinot Noir,Brooks,#91C5AA,
US,Runaway Red,88,23,Oregon,Pinot Noir,Brooks,#91C5AA,
US,We The People,88,23,Oregon,Pinot Noir,Machine Breaker,#91C5AA,
US,Bradley Vineyard,88,23,Oregon,Pinot Noir,Monte Ferro,#91C5AA,
US,Bradley Vineyard,88,23,Oregon,Pinot Noir,Monte Ferro,#91C5AA,
US,Bluffs,88,23,California,Pinot Noir,Pali,#91C5AA,
US,Vin Gris of,88,23,California,Pinot Noir,Spell,#91C5AA,
US,Vin Gris of,88,23,California,Pinot Noir,Spell,#91C5AA,
US,Cuvee 107,88,23,California,Pinot Noir,Testarossa,#91C5AA,
US,Blair Vineyard Rose of,88,23,California,Pinot Noir,Waxwing,#91C5AA,
US,Red Blend,88,23,Washington,Red Blend,Adamant Cellars,#91C5AA,
US,Red Blend,88,23,Washington,Red Blend,Adamant Cellars,#91C5AA,
US,Red Blend,88,23,Washington,Red Blend,Adamant Cellars,#91C5AA,
US,Technicolor Bat Three Sleeps Vineyard Tempranillo-Syrah,88,23,Oregon,Red Blend,Dominio IV,#91C5AA,
US,Siena,88,23,California,Red Blend,Ferrari-Carano,#91C5AA,
US,Winemaker's Blend,88,23,California,Red Blend,Ghost Pines,#91C5AA,
US,StoneTree Vineyard,88,23,Washington,Red Blend,Knight Hill,#91C5AA,
US,Red Cedar Vineyard Estate Cuvae Blanc,88,23,California,Rhmne,Clayhouse,#91C5AA,
US,Red Cedar Vineyard Estate Cuvee Blanc,88,23,California,Rhone,Clayhouse,#91C5AA,
US,Tondre Grapefield,88,23,California,Riesling,Joyce,#91C5AA,
US,Tondre Grapefield,88,23,California,Riesling,Waxwing,#91C5AA,
US,La Vie Douce,88,23,Washington,Roussanne,maison Bleue,#91C5AA,
US,Stillwater Creek Vineyard,88,23,Washington,Roussanne,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,88,23,Washington,Roussanne,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,88,23,Washington,Roussanne,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,88,23,Washington,Roussanne,Novelty Hill,#91C5AA,
US,Stillwater Creek Vineyard,88,23,Washington,Roussanne,Novelty Hill,#91C5AA,
US,Troppo Bella,88,23,California,Sangiovese,Sorelle Winery,#91C5AA,
US,Troppo Bella,88,23,California,Sangiovese,Sorelle Winery,#91C5AA,
US,Troppo Bella,88,23,California,Sangiovese,Sorelle Winery,#91C5AA,
US,SBS,88,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,sbs,88,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,sbs,88,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,Refugio Ranch,88,23,California,Sauvignon,Coquelicot,#91C5AA,
US,Faith Vineyard,88,23,California,Sauvignon,Luna Hart,#91C5AA,
US,Katherine's Field,88,23,New York,Sauvignon,Macari,#91C5AA,
US,Estate,88,23,California,Sauvignon,Pestoni Family,#91C5AA,
US,SLD,88,23,California,Sauvignon,Robert Mondavi,#91C5AA,
US,Refugio Ranch,88,23,California,Sauvignon,Coquelicot,#91C5AA,
US,Katherine's Field,88,23,New York,Sauvignon,macari,#91C5AA,
US,sbs,88,23,Washington,Sauvignon,Cadaretta,#91C5AA,
US,SBS,88,23,Washington,Semillon,Cadaretta,#91C5AA,
US,Luxe,88,23,Washington,Sparkling Blend,Domaine Ste. michelle,#91C5AA,
US,Luxe,88,23,Washington,Sparkling Blend,Domaine Ste. Michelle,#91C5AA,
US,Horses Sparkling Cabernet Franc Rose,88,23,New York,Sparkling Blend,Macari,#91C5AA,
US,SRH,88,23,California,Syrah,Lafond,#91C5AA,
US,V Single Vineyard,88,23,New mexico,Syrah,Vivmc Winery,#91C5AA,
US,morrison Lane,88,23,Washington,Syrah,Barrister,#91C5AA,
US,Spofford Station Vineyard,88,23,Washington,Syrah,Colvin Vineyards,#91C5AA,
US,Syrah 80% Mourvedre 20%,88,23,Idaho,Syrah,3 Horse Ranch Vineyards,#91C5AA,
US,Morrison Lane,88,23,Washington,Syrah,Barrister,#91C5AA,
US,Ivy Rose de,88,23,California,Syrah,Pech Merle,#91C5AA,
US,Ivy Rose de,88,23,California,Syrah,Pech Merle,#91C5AA,
US,Ivy Rose de,88,23,California,Syrah,Pech Merle,#91C5AA,
US,Ivy Rose of,88,23,California,Syrah,Pech Merle,#91C5AA,
US,Sonoma Reserve,88,23,California,Tempranillo,Clos du Bois,#91C5AA,
US,Mary Evelyn Vineyard,88,23,Washington,Touriga Nacional,Wilridge,#91C5AA,
US,Anam,88,23,Washington,White Blend,Telaya,#91C5AA,
US,Clover Creek Vineyard,87,23,California,Albarimo,Longoria,#91C5AA,
US,Thomas Jefferson Series Madeira,87,23,Texas,Blanc du Bois,Haak,#91C5AA,
US,Reserve,87,23,Idaho,Cabernet,3 Horse Ranch Vineyards,#91C5AA,
US,Mossfire Ranch,87,23,California,Cabernet,Force of Nature,#91C5AA,
US,Winemaker's Blend,87,23,California,Cabernet,Ghost Pines,#91C5AA,
US,Josie's Knoll,87,23,Virginia,Cabernet,Lovingston,#91C5AA,
US,Josie's Knoll,87,23,Virginia,Cabernet,Lovingston,#91C5AA,
US,Lodi Estates,87,23,California,Cabernet,Oak Ridge,#91C5AA,
US,High Elevation,87,23,California,Cabernet,Shannon Ridge,#91C5AA,
US,Savina and Catherine Vineyards,87,23,New York,Cabernet,Rooster Hill,#91C5AA,
US,Lodi Estates,87,23,California,Cabernet,Oak Ridge,#91C5AA,
US,mossfire Ranch,87,23,California,Cabernet,Force of Nature,#91C5AA,
US,Reserve,87,23,Idaho,Cabernet,3 Horse Ranch Vineyards,#91C5AA,
US,Reserve,87,23,Washington,Cabernet,Snoqualmie,#91C5AA,
US,Brut Rosa,87,23,California,Champagne Blend,Scharffenberger,#91C5AA,
US,Cremant,87,23,California,Champagne Blend,Pacific Echo,#91C5AA,
US,Brut Rose,87,23,California,Champagne Blend,Scharffenberger,#91C5AA,
US,High Elevation Collection,87,23,California,Chardonnay,Shannon Ridge,#91C5AA,
US,New Generation Unoaked,87,23,California,Chardonnay,Passaggio,#91C5AA,
US,Un-Oaked,87,23,California,Chardonnay,Valley of the moon,#91C5AA,
US,Laguna Vineyard,87,23,California,Chardonnay,Gallo of Sonoma,#91C5AA,
US,Estate Unoaked,87,23,California,Chardonnay,Mill Creek,#91C5AA,
US,New Generation Unoaked,87,23,California,Chardonnay,Passaggio,#91C5AA,
US,Un-Oaked,87,23,California,Chardonnay,Valley of the Moon,#91C5AA,
US,Angiolina Vineyard,87,23,Washington,Grenache,Wilridge,#91C5AA,
US,Camp Four Vineyard,87,23,California,Grenache,Epiphany,#91C5AA,
US,Reserve,87,23,Washington,Malbec,Waterbrook,#91C5AA,
US,J.D. Hurley,87,23,California,Merlot,martin Ranch,#91C5AA,
US,Reserve Selection,87,23,California,Merlot,Raymond,#91C5AA,
US,Reserve,87,23,Washington,Merlot,Snoqualmie,#91C5AA,
US,Reserve Selection,87,23,California,Merlot,Raymond,#91C5AA,
US,Steelhead Run Vineyard Blessed,87,23,Oregon,Merlot,Schultz,#91C5AA,
US,Steelhead Run Vineyard Blessed,87,23,Oregon,Merlot,Schultz,#91C5AA,
US,Lodmell Vineyard,87,23,Washington,Merlot,Wilridge,#91C5AA,
US,"Estate Grown, Produced & Bottled",87,23,California,Muscat,Naggiar,#91C5AA,
US,High Elevation Collection,87,23,California,Petit,Shannon Ridge,#91C5AA,
US,My Sweet Petite,87,23,California,Petit,Stuessy Cellars,#91C5AA,
US,Dreamer,87,23,California,Petite Sirah,Clavo Cellars,#91C5AA,
US,High Elevation Collection,87,23,California,Petite Sirah,Shannon Ridge,#91C5AA,
US,my Sweet Petite,87,23,California,Petite Sirah,Stuessy Cellars,#91C5AA,
US,Curry Creek Vineyards,87,23,New York,Pinot Gris,Red Newt Cellars,#91C5AA,
US,Curry Creek Vineyards,87,23,New York,Pinot Gris,Red Newt Cellars,#91C5AA,
US,Cedar Lane,87,23,California,Pinot Noir,Chesebro,#91C5AA,
US,Cedar Lane,87,23,California,Pinot Noir,Chesebro,#91C5AA,
US,Signature Series,87,23,California,Pinot Noir,Don & Sons,#91C5AA,
US,Reserve,87,23,California,Pinot Noir,Frei Brothers,#91C5AA,
US,Winemaker's Blend,87,23,California,Pinot Noir,Ghost Pines,#91C5AA,
US,Pedregal Vineyard Rose of,87,23,California,Pinot Noir,Manzoni,#91C5AA,
US,Stephanie's Cuvee,87,23,California,Pinot Noir,River Road,#91C5AA,
US,Flor de Campo,87,23,California,Pinot Noir,Sanford,#91C5AA,
US,R,87,23,America,Red Blend,Ryker's Cellars,#91C5AA,
US,mistero,87,23,California,Red Blend,Naggiar,#91C5AA,
US,Nighthawk Black,87,23,California,Red Blend,Bota Box,#91C5AA,
US,Optiumus,87,23,New York,Red Blend,Swedish Hill,#91C5AA,
US,Bruno's Blend III Red Wine,87,23,Washington,Red Blend,Va Piano,#91C5AA,
US,matchless Red,87,23,Washington,Red Blend,Otis Kenyon,#91C5AA,
US,Sinistra Red,87,23,Washington,Red Blend,Tsillan Cellars,#91C5AA,
US,Nighthawk Black,87,23,California,Red Blend,Bota Box,#91C5AA,
US,Nighthawk Black,87,23,California,Red Blend,Bota Box,#91C5AA,
US,Winemaker's Blend,87,23,California,Red Blend,Ghost Pines,#91C5AA,
US,Repertoire,87,23,California,Red Blend,Harmony Cellars,#91C5AA,
US,Mistero,87,23,California,Red Blend,Naggiar,#91C5AA,
US,Matchless Red,87,23,Washington,Red Blend,Otis Kenyon,#91C5AA,
